   alt                        press                      den                        temp                       eddy                       H2SO4aer                   C2H2aer                    C2H4aer                    C2H6aer                    HCNaer                     C4H4aer                    CH3CNaer                   HCCCNaer                   N2Oaer                     NH3aer                     S8aer                      HCaer1                     HCaer2                     HCaer3                     He                         H                          H2                         H2O                        OH                         O                          O2                         CO                         HCO                        H2CO                       C                          CH                         CH2                        CH3                        CH4                        S                          S2                         S3                         S4                         H2S                        HS                         SO                         SO2                        CS                         CS2                        OCS                        CN                         HCN                        N                          N2                         NH                         NH2                        NH3                        C2                         C2H                        C2H2                       C2H4                       NO                         HNO                        HO2                        HNCO                       N2O                        H2O2                       O3                         NO2                        NO3                        SO3                        HNO2                       HNO3                       H2SO4                      HCl                        Cl                         Cl2                        HOCl                       N2H4                       ClO                        C2H6                       CH3OH                      CH2CO                      CH3CHO                     C3H4                       C3H6                       C4H2                       C4H4                       OClO                       HCS                        C2H3                       C2H5                       NCO                        1CH2                       HCCO                       NNH                        HSO                        CH3O                       H2COH                      H2CN                       N2H2                       C4H                        HCNOH                      C2H2OH                     CH3CO                      CH2CHO                     C2H3OH                     C2H4OH                     CH3O2                      HSO3                       N2H3                       NH2CO                      HS4                        C4H3                       CH2N2                      CH2CN                      CH3CN                      HCCCN                      O1D                        N2D                        CO2                        H2SO4aer_r                 C2H2aer_r                  C2H4aer_r                  C2H6aer_r                  HCNaer_r                   C4H4aer_r                  CH3CNaer_r                 HCCCNaer_r                 N2Oaer_r                   NH3aer_r                   S8aer_r                    HCaer1_r                   HCaer2_r                   HCaer3_r                   
   2.50000000000000000E-001   6.15472091152335660E-003   2.12278401044771552E+017   2.09999989999999997E+002   1.00000000000000000E+006   8.00993944299795745E-009   7.90025860251922947E-077   7.90025854305637595E-077   7.90025854220797108E-077   7.90025860234134387E-077   2.78697577827035969E-087   7.90025847125917351E-077   2.84311147192641375E-087   7.90025847091872788E-077   7.90025851875843586E-077   1.19714738288860428E-024   1.95910388135237626E-087   5.98943412398882135E-039   1.44989748406801311E-087   1.04203467523794435E-040   4.87434977987487100E-013   6.21752310364266743E-006   1.00000000000000005E-004   8.60074704186999844E-014   2.04561456983549236E-010   1.17915511259071288E-003   6.69990342076002480E-004   1.32648295514020440E-018   2.40185721215234498E-021   1.61494298602523329E-065   1.63379342440216936E-055   4.46543143363075775E-045   6.63222509013823670E-035   8.70447213593615136E-029   1.54684804012294204E-015   6.15657478686813643E-013   2.76079940274247908E-019   1.43851356685442564E-018   1.04006521158380155E-009   4.36999843549151078E-011   1.51501609632671197E-009   7.94989840084237667E-009   1.63704602666763723E-037   6.70847711768320426E-040   2.28202043322609011E-012   1.37248760507124499E-043   7.01613755440810079E-019   5.95565959347806209E-027   2.59999999999999988E-002   3.16646533171057425E-026   3.64541588624259075E-027   1.02050112707254381E-023   2.54450470213724250E-073   3.66722553636211473E-053   3.01275101455527439E-042   1.34761440989417330E-054   3.54340524729788374E-010   3.16101701870112798E-016   3.34316512591296094E-010   4.59488335608007893E-022   4.65444920091133409E-013   1.62186559933888102E-011   7.27418268931342188E-009   3.76383029964585116E-011   2.68630824542676687E-014   8.14250205333731851E-017   1.28638267195098902E-011   2.24023360921971719E-013   5.40650414125551630E-012   1.41323846526337540E-009   1.60758754911497605E-014   4.37722146618193243E-018   3.52589775777961081E-013   8.96007947968363135E-043   1.22875460242150303E-007   7.09250762744628193E-051   1.95129315948037624E-029   7.67374012507567384E-038   1.03104911194636957E-043   1.26516854484515867E-071   9.99999999999999871E-151   5.67415436203388635E-057   3.57035846747615333E-061   2.95505009259867449E-008   8.79290013975434452E-036   1.61846693247594450E-054   9.79921337032024288E-058   9.39371243212147474E-029   2.90890435588229951E-050   7.78412157745874824E-047   2.36521471969895244E-030   1.92794338372627374E-009   3.17637561038732798E-033   2.91658102187107955E-030   9.06728701527391930E-032   1.04826023827848644E-030   1.82402948967768956E-062   1.84090064632205526E-024   1.91452713846362214E-054   1.92674002757519560E-039   7.40392538684069681E-048   2.52636719253358098E-050   9.32325234649822080E-059   3.33141569364328247E-033   5.07714810816757444E-019   2.07932906290050172E-044   7.28222206553734402E-019   5.92410161793648486E-020   6.17671966894684810E-060   4.88538603727745643E-044   6.28692847715983156E-051   7.06325398965443780E-041   1.32738171185342179E-048   5.05951724963011935E-019   4.85530815163206010E-060   9.72044462462320347E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   7.50000000000000000E-001   5.87329875276188917E-003   2.03931599891967392E+017   2.08599989999999991E+002   1.00000000000000000E+006   8.00978491116135101E-009   7.90025860267744035E-077   7.90025854321476018E-077   7.90025854236681247E-077   7.90025860249989378E-077   2.90104506744000070E-087   7.90025847141782621E-077   2.95947836221706745E-087   7.90025847107741893E-077   7.90025851891699804E-077   1.19666659717894848E-024   2.03928885780525380E-087   5.98890034635415638E-039   1.50924094039296604E-087   1.04203712030243134E-040   5.37522503616482959E-013   6.21754356748486065E-006   8.77911788736244222E-005   9.24225943960438804E-014   2.19260581140136280E-010   1.17915616794822130E-003   6.69991994089643166E-004   1.37687727532057259E-018   2.43750025386842184E-021   1.79781448276932350E-065   1.86769995430875316E-055   4.77728181329889870E-045   7.30755686411875191E-035   8.70448142731919508E-029   1.63422476121993916E-015   7.20645764909877413E-014   9.06520902689904417E-021   4.22808087995733509E-020   1.02981080155859029E-009   4.43333366556398748E-011   1.57578462439597859E-009   7.90414506998858946E-009   1.70705191775405903E-037   6.74929229527592084E-040   2.27574786862984520E-012   1.20419684843848285E-043   7.01614082728345692E-019   5.42125881380348923E-027   2.60000111206525678E-002   2.63975934081420819E-026   3.72334883543459609E-027   1.02821108056884784E-023   2.17590181712227837E-073   3.89106202497348958E-053   3.01874056478110134E-042   1.36538526660906756E-054   3.54934051672803974E-010   3.13503679112266714E-016   3.39428095805092748E-010   4.59475556672163937E-022   4.65524981435700702E-013   1.60620194645565806E-011   7.28536170062872332E-009   3.70497830413761056E-011   2.69896150505123354E-014   9.22354652360583172E-017   1.28613013944459262E-011   2.21542314993033312E-013   5.39292504185256550E-012   1.41389332443489729E-009   1.47872917441833903E-014   4.01429667638041724E-018   3.51913594675832318E-013   9.06191586070373789E-043   1.22916943166028324E-007   7.09253611446212754E-051   1.95106554136174200E-029   7.53195762897457059E-038   1.04333574733298825E-043   1.26530282261720022E-071   9.99999999999999871E-151   5.67421790627859667E-057   3.66108176449397544E-061   2.95097689252230877E-008   8.91733867501558035E-036   1.69587345183744686E-054   9.46919633564548061E-058   8.45957842918554169E-029   3.05408178196590772E-050   7.72039094023225010E-047   2.15606436203037458E-030   1.92334990430957579E-009   3.24646956368129525E-033   2.87757007137730020E-030   8.15477522069799083E-032   1.04834761847974380E-030   2.02885334644161911E-062   1.84671612804424080E-024   2.13673868809377478E-054   1.69776621694527812E-039   7.34651690717543141E-048   2.52637203575823518E-050   8.81216148416056490E-059   3.39936758165337611E-033   5.40113065549303982E-019   2.06896374957803395E-044   7.28222206579867346E-019   5.87098335931052247E-020   6.16121849567998086E-060   4.80591700877178898E-044   5.81132503629703234E-051   7.06325591837161282E-041   1.32741185085502899E-048   5.27725706753844892E-019   3.14535990364566936E-060   9.72056657402428304E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   1.25000000000000000E+000   5.60305479606272149E-003   1.95862754084294880E+017   2.07199990000000014E+002   1.00000000000000000E+006   8.00946894343351493E-009   7.90025860300144052E-077   7.90025854353910399E-077   7.90025854269149531E-077   7.90025860282409338E-077   3.02055776111022214E-087   7.90025847174254280E-077   3.08139829889678714E-087   7.90025847140218768E-077   7.90025851924154895E-077   1.19616325684751487E-024   2.12330027400260519E-087   5.98789401097912186E-039   1.57141627582920968E-087   1.04203967358790512E-040   5.91611897906977511E-013   6.21756419521366005E-006   7.70629936502815777E-005   9.87097401130099028E-014   2.36304189213892423E-010   1.17915795803137766E-003   6.69995137272958786E-004   1.42555855165069144E-018   2.49993884304340041E-021   2.03981069992064177E-065   2.12195875208541948E-055   5.05586325183348113E-045   8.04094549325843026E-035   8.70449220591768854E-029   1.74201396744834909E-015   8.42563997595554740E-015   2.19951732862327556E-022   9.41851406491444969E-022   1.01077096528368973E-009   4.51598496011351045E-011   1.67478519154168396E-009   7.82507883935300603E-009   1.82261873117682090E-037   6.91132426677485800E-040   2.26429981374965407E-012   1.04734995507948362E-043   7.01614428828826840E-019   4.88508421263563218E-027   2.60000227336291100E-002   2.18247203097805978E-026   3.83196106827236118E-027   1.04632244268180537E-023   1.79876167012887217E-073   4.13724251682879745E-053   3.03091568636702926E-042   1.39896336978000730E-054   3.56300724265670539E-010   3.09105715973203785E-016   3.40362365573528770E-010   4.59452682507467086E-022   4.65690115187080541E-013   1.57516362305015790E-011   7.32914372488585624E-009   3.56934841740413501E-011   2.66996251690092211E-014   1.03697445339714856E-016   1.28561942338299147E-011   2.16698431368423475E-013   5.36692247987407344E-012   1.41383140570519093E-009   1.36189210444173180E-014   3.57747212398203621E-018   3.50133636217492885E-013   9.30654176033642847E-043   1.22993673613238276E-007   7.09259151306583456E-051   1.95060691210487897E-029   7.27921826129355392E-038   1.06440669095682928E-043   1.26557196269148787E-071   9.99999999999999871E-151   5.67435901603128671E-057   3.78314945340195879E-061   2.94344886753072320E-008   9.18036501019074928E-036   1.77591398903518479E-054   9.05320854473290838E-058   7.53948023579255046E-029   3.16852514483237093E-050   7.65666811091628277E-047   1.95705084039191820E-030   1.92146653949600286E-009   3.34280607212334153E-033   2.84120173435117285E-030   7.19938588502828738E-032   1.04853026454971311E-030   2.25991700490619005E-062   1.85657455726239816E-024   2.37611547451085609E-054   1.46792009600069756E-039   7.22182899094667709E-048   2.52638192127453585E-050   8.33241207983145528E-059   3.45466840558581197E-033   5.68625414244773987E-019   2.07572193874934272E-044   7.28222213368456954E-019   5.81618757581447271E-020   6.12937531261362025E-060   4.66491317336867037E-044   5.28760689073504405E-051   7.06325941498435425E-041   1.32747702240121120E-048   5.52912562297645903E-019   2.00705245500721607E-060   9.72067368958148603E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   1.75000000000000000E+000   5.34361222116532409E-003   1.88064274284226272E+017   2.05799990000000008E+002   1.00000000000000000E+006   8.00898453311462318E-009   7.90025860349902623E-077   7.90025854403712692E-077   7.90025854318999074E-077   7.90025860332181870E-077   3.14581152753987466E-087   7.90025847224115789E-077   3.20917494590415481E-087   7.90025847190089174E-077   7.90025851973997995E-077   1.19563655616084362E-024   2.21134737576774011E-087   5.98647209974828280E-039   1.63657834944044908E-087   1.04204234063116015E-040   6.50275000319177286E-013   6.21758493423012039E-006   6.76361813140555944E-005   1.05014382932047811E-013   2.55824047100183171E-010   1.17916052147192581E-003   6.69999858836841495E-004   1.47308049268652483E-018   2.58302014591923750E-021   2.35464227283792471E-065   2.39902103232299170E-055   5.30689503937479608E-045   8.84105816331278654E-035   8.70450429939773928E-029   1.86426781800112884E-015   1.02399525613105293E-015   5.68523396042726432E-024   1.93656359273195103E-023   9.84808886421053414E-010   4.60878587596943556E-011   1.80162659285513881E-009   7.72478476114512690E-009   1.97844633326215697E-037   7.20041140011908060E-040   2.24824536727167900E-012   9.04973881998700035E-044   7.01614794396390428E-019   4.46607190088305205E-027   2.60000348641061182E-002   1.79153683528023713E-026   3.98107975470377566E-027   1.07751564107660651E-023   1.46899853640350982E-073   4.40853778211741033E-053   3.04952146447927416E-042   1.44702948752019854E-054   3.58125518092182551E-010   3.03288372009662985E-016   3.38226567007871729E-010   4.59421822688723366E-022   4.65945579701773886E-013   1.53068479169544976E-011   7.40341554703136819E-009   3.38840553023122237E-011   2.60927947557044954E-014   1.15933495893410198E-016   1.28484492202170093E-011   2.09824549178338344E-013   5.33015376064571836E-012   1.41313264322172645E-009   1.25569643514225430E-014   3.15331872027379256E-018   3.47275183748866340E-013   9.73983765797785371E-043   1.23101023025063641E-007   7.09267464483508642E-051   1.94991490062803332E-029   6.94494989336641571E-038   1.09180836661227898E-043   1.26597748214945649E-071   9.99999999999999871E-151   5.67458474397396070E-057   3.91308672523898887E-061   2.93292073277259186E-008   9.59925569365212589E-036   1.85980984163285153E-054   8.59216454883400494E-058   6.70163208898504648E-029   3.25875133660941983E-050   7.59316329991169053E-047   1.76982924426302492E-030   1.91966949747623400E-009   3.45844747164803733E-033   2.80800291595123322E-030   6.30115906748234896E-032   1.04881673605517851E-030   2.51925433471870903E-062   1.86915800480903960E-024   2.63879374811950431E-054   1.25834297326865603E-039   7.05348398178217888E-048   2.52639701471406191E-050   7.90307325111836533E-059   3.49299661805418575E-033   5.94614474708191800E-019   2.11176589094940637E-044   7.28222225930969225E-019   5.76126346629618560E-020   6.08186387832397306E-060   4.47984758385776859E-044   4.77204183942434846E-051   7.06326453200831856E-041   1.32758260495287127E-048   5.81701576479703932E-019   1.26335312720990287E-060   9.72076776241966534E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   2.25000000000000000E+000   5.09460463224881924E-003   1.80528732620087680E+017   2.04399990000000003E+002   1.00000000000000000E+006   8.00832451393186112E-009   7.90025860417839721E-077   7.90025854471698267E-077   7.90025854387044325E-077   7.90025860400120809E-077   3.27712244680052645E-087   7.90025847292180676E-077   3.34313074984402900E-087   7.90025847258178454E-077   7.90025852042047081E-077   1.19508524785623395E-024   2.30365235150281688E-087   5.98468279068167458E-039   1.70489159885980194E-087   1.04204512729167534E-040   7.14493548303212091E-013   6.21760573579745837E-006   5.93532693713388052E-005   1.11576450444411176E-013   2.77913009846326533E-010   1.17916389670229987E-003   6.70006228421995953E-004   1.52067443306363942E-018   2.68261634325177740E-021   2.76202971082127308E-065   2.70333200011129308E-055   5.53718309984215759E-045   9.72042909504010430E-035   8.70451755365663371E-029   1.99795764863154391E-015   1.70969687985745813E-016   3.76022183525767847E-025   7.67217764407619369E-025   9.53374414968263053E-010   4.70309350604490359E-011   1.94958873305000560E-009   7.61107689142190625E-009   2.17868526458545339E-037   7.61502064634206111E-040   2.22788205783022008E-012   7.78816577203222155E-044   7.01615180135090288E-019   4.41048743478290421E-027   2.60000475387283866E-002   1.46196689375578848E-026   4.18236197141007081E-027   1.12457122685665411E-023   1.19184593519877838E-073   4.70812160055798283E-053   3.07484792441552924E-042   1.50882121092653650E-054   3.60135333494995500E-010   2.96476795646938343E-016   3.34357408662083659E-010   4.59384644550446047E-022   4.66296905858672256E-013   1.47559288356249870E-011   7.50215456546701889E-009   3.18940524064102030E-011   2.53193001727409676E-014   1.29130854202485891E-016   1.28380109018090584E-011   2.01370444493962283E-013   5.28452166196426478E-012   1.41186989774606557E-009   1.15895369102907638E-014   2.76643332525073146E-018   3.43593063381977697E-013   1.04154387285615294E-042   1.23235706658177738E-007   7.09278630099168928E-051   1.94898737013259441E-029   6.55393275218101127E-038   1.12382974159742437E-043   1.26652158403974970E-071   9.99999999999999871E-151   5.67489995268635136E-057   4.04295206636694150E-061   2.91971350124504016E-008   1.01952740537843621E-035   1.94972825683334776E-054   8.11977483547811301E-058   5.94316875138718367E-029   3.33251438984941563E-050   7.52832774785425844E-047   1.59606219827002153E-030   1.91559452569500025E-009   3.59056117723096045E-033   2.77734133523005511E-030   5.48255082093710329E-032   1.04921596553503526E-030   2.81059341285887686E-062   1.88348918263422734E-024   2.93441723383933415E-054   1.07212749804966153E-039   6.86906500883913190E-048   2.52641748001746859E-050   7.52443279054437486E-059   3.51849207110589826E-033   6.19782469055688228E-019   2.18719710366320907E-044   7.28222243419865560E-019   5.70623777894604709E-020   6.02039658605653410E-060   4.26651068151850018E-044   4.28260931082872919E-051   7.06327131850588546E-041   1.32773473226134529E-048   6.13963311654693330E-019   7.86024440944192985E-061   9.72085036596225582E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   2.75000000000000000E+000   4.85567583749624363E-003   1.73248860388775104E+017   2.02999989999999997E+002   1.00000000000000000E+006   8.00748149394217070E-009   7.90025860504842357E-077   7.90025854558764722E-077   7.90025854474173371E-077   7.90025860487130655E-077   3.41482628303666959E-087   7.90025847379352063E-077   3.48360823787380669E-087   7.90025847345377454E-077   7.90025852129180116E-077   1.19450800953436639E-024   2.40045122652381414E-087   5.98256535922917160E-039   1.77653070217099291E-087   1.04204803977276360E-040   7.85123990138496098E-013   6.21762655309634963E-006   5.20758828283643052E-005   1.18570054666642972E-013   3.02668317315492093E-010   1.17916812074966978E-003   6.70014308977173734E-004   1.56894380120103170E-018   2.79587539371667802E-021   3.30186408742013348E-065   3.03970930179263262E-055   5.75293601911869697E-045   1.06888321602272433E-034   8.70453182986785852E-029   2.14085868019895909E-015   7.51276230231184874E-017   1.69272635089595340E-025   3.87699880862427376E-025   9.17609074440641355E-010   4.79222817969576554E-011   2.11392089229540026E-009   7.48917872370529317E-009   2.43247528890203827E-037   8.15948852511709417E-040   2.20336032117119279E-012   6.68512194318634230E-044   7.01615586807069381E-019   5.63410871778815306E-027   2.60000607857048226E-002   1.18729178238374505E-026   4.44812427593026994E-027   1.19049013928031681E-023   9.62714049885249992E-074   5.03962352320447590E-053   3.10722737779512935E-042   1.58399784425419547E-054   3.62161703734613700E-010   2.89007224818853371E-016   3.29630465606160208E-010   4.59342481913637807E-022   4.66749920570561883E-013   1.41284127890983738E-011   7.61947889651274457E-009   2.98914368008541693E-011   2.44810844698620304E-014   1.43446349113255666E-016   1.28248223573841420E-011   1.91797121405424480E-013   5.23193709763010529E-012   1.41010864422259981E-009   1.07071698414446134E-014   2.42201616368614316E-018   3.39370187353512548E-013   1.13978285412341623E-042   1.23395407254353904E-007   7.09292729474324827E-051   1.94782225160023004E-029   6.12644638231809584E-038   1.15917427655151480E-043   1.26720702074470916E-071   9.99999999999999871E-151   5.67530886449231155E-057   4.17056470652255433E-061   2.90405216829681525E-008   1.09948115797020708E-035   2.04717364842708588E-054   7.65659447041257859E-058   5.25723608661826516E-029   3.39654052215037012E-050   7.46129407902508146E-047   1.43593079006144329E-030   1.90769922704274992E-009   3.73637827740692330E-033   2.74847946593282511E-030   4.74916462965500104E-032   1.04973737850852365E-030   3.13820600381328677E-062   1.89884489310293727E-024   3.27256559096828392E-054   9.08973343409289537E-040   6.68674095652846642E-048   2.52644348439933523E-050   7.19454165378162787E-059   3.53423180360718158E-033   6.45280411923566911E-019   2.31197629626414932E-044   7.28222265091453697E-019   5.65109950640373557E-020   5.94704977661098354E-060   4.03809005428186050E-044   3.82735240750276223E-051   7.06327982393863750E-041   1.32794034498884423E-048   6.49527543520660009E-019   4.83981369095464327E-061   9.72092288272660254E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   3.25000000000000000E+000   4.62647963082136408E-003   1.66217545740445728E+017   2.01599989999999991E+002   1.00000000000000000E+006   8.00644778574622336E-009   7.90025860611830373E-077   7.90025854665843556E-077   7.90025854581302983E-077   7.90025860594134626E-077   3.55927985415911563E-087   7.90025847486561908E-077   3.63097141498539569E-087   7.90025847452606169E-077   7.90025852236343785E-077   1.19390343884819016E-024   2.50199482588614100E-087   5.98015091174578554E-039   1.85168129047824315E-087   1.04205108464423138E-040   8.62960257043170319E-013   6.21764733992909887E-006   4.56823908055218963E-005   1.26122709070220518E-013   3.30225086959623783E-010   1.17917323026374941E-003   6.70024163660425673E-004   1.61811414239440927E-018   2.92076037898590852E-021   4.07314139021595401E-065   3.41372174137602176E-055   5.96011257430896620E-045   1.17534116140504851E-034   8.70454700218597672E-029   2.29121163093778178E-015   6.59877092490359052E-017   1.54677927645750860E-025   3.78008725146609999E-025   8.78431584372850130E-010   4.87130915395678066E-011   2.29107982051699650E-009   7.36269001526545684E-009   2.75245766772918319E-037   8.84439764424962674E-040   2.17476002859810877E-012   5.72758135311747173E-044   7.01616015237865733E-019   1.14624856232762126E-026   2.60000746349117670E-002   9.60500989160524103E-027   4.79150820763016024E-027   1.27862776645420060E-023   7.75028188870403502E-074   5.40718964075209745E-053   3.14703258447300839E-042   1.67254665374777034E-054   3.64112207301356823E-010   2.81116510440339946E-016   3.24568168117526725E-010   4.59296414264218893E-022   4.67310771277141274E-013   1.34510265746512964E-011   7.75076793785005422E-009   2.79682158158768325E-011   2.36372235549127485E-014   1.59016795355222491E-016   1.28088243467320150E-011   1.81519398240985231E-013   5.17420702784138673E-012   1.40790705565399997E-009   9.90199730093668009E-015   2.11890656205197546E-018   3.34838680738776543E-013   1.27664010997807332E-042   1.23578489176506761E-007   7.09309849141616720E-051   1.94641755689346268E-029   5.67880105899002397E-038   1.19676466968402821E-043   1.26803698509527912E-071   9.99999999999999871E-151   5.67581582470686207E-057   4.29566461494231525E-061   2.88609429777013658E-008   1.20307480946125102E-035   2.15328108351808239E-054   7.21348015209348934E-058   4.63791613235183937E-029   3.45656748965615669E-050   7.39198605030672390E-047   1.28894431359517608E-030   1.89505188785883547E-009   3.89320453243582187E-033   2.72053522920975603E-030   4.09925506704808250E-032   1.05039098007654519E-030   3.50698047155315841E-062   1.91469270653837221E-024   3.66326202030785640E-054   7.67255259658950439E-040   6.51693571339302154E-048   2.52647520095502810E-050   6.91028077845098905E-059   3.54159125527894986E-033   6.71872336400368253E-019   2.49657106550253805E-044   7.28222290280706751E-019   5.59583515696897925E-020   5.86386246251028695E-060   3.80495245956995758E-044   3.40922536658425219E-051   7.06329010042767248E-041   1.32820724608040348E-048   6.88278762973322952E-019   2.95115431515978925E-061   9.72098652776453354E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   3.75000000000000000E+000   4.40667957596816307E-003   1.59427831351903168E+017   2.00199990000000014E+002   1.00000000000000000E+006   8.00521533565819650E-009   7.90025860739801082E-077   7.90025854793922264E-077   7.90025854709431090E-077   7.90025860722125738E-077   3.71086250716084504E-087   7.90025847614799549E-077   3.78560726903710311E-087   7.90025847580875412E-077   7.90025852364527579E-077   1.19327004815977565E-024   2.60854981145751959E-087   5.97746335717354393E-039   1.93054071542522310E-087   1.04205426886670658E-040   9.48794212021239178E-013   6.21766804996961071E-006   4.00658486333281438E-005   1.34335223270532836E-013   3.60766824793217262E-010   1.17917926301501562E-003   6.70035860037007029E-004   1.66821800825114320E-018   3.05577506549240873E-021   5.33856203350179101E-065   3.83209605337110119E-055   6.16465568703164272E-045   1.29192026627728608E-034   8.70456295605179635E-029   2.44756758872378999E-015   6.64348256441521333E-017   1.57828875371858655E-025   3.78138288540570541E-025   8.36602108384727067E-010   4.93681077684947646E-011   2.47829663214969610E-009   7.23417449004543454E-009   3.15469686799972626E-037   9.68506279054822863E-040   2.14213785962468987E-012   4.89957699715744934E-044   7.01616466320350386E-019   3.34133399529767199E-026   2.60000891180034582E-002   7.74771139627104855E-027   5.22687680153527766E-027   1.39284439728029786E-023   6.22207852992552455E-074   5.81555350214469960E-053   3.19467616495967469E-042   1.77472318734947958E-054   3.65942025368654809E-010   2.72964630152820705E-016   3.19464440788282062E-010   4.59247324238156646E-022   4.67985951042299364E-013   1.27460580442680313E-011   7.89272911312307444E-009   2.61688936010614824E-011   2.28189720297182928E-014   1.75969789085955957E-016   1.27899549792977906E-011   1.70883003550084620E-013   5.11299192382390902E-012   1.40531632639739749E-009   9.16730891409797035E-015   1.85379768310812744E-018   3.30161880622117059E-013   1.46205899876804146E-042   1.23783794412383800E-007   7.09330082490827097E-051   1.94477150560723705E-029   5.22391950164532649E-038   1.23563630112783662E-043   1.26901503712031683E-071   9.99999999999999871E-151   5.67642564895265843E-057   4.41849360290993618E-061   2.86595039134129476E-008   1.33441295582734969E-035   2.26903854657039613E-054   6.79528761181980242E-058   4.08010311046562175E-029   3.51751897651948678E-050   7.32090477232126411E-047   1.15436946389135094E-030   1.87712615932117006E-009   4.05849710003246713E-033   2.69257624689220250E-030   3.52750216821745129E-032   1.05118742058501651E-030   3.92251722729800941E-062   1.93064403835148233E-024   4.11762345649322129E-054   6.44854931911742741E-040   6.36717051612515246E-048   2.52651280999148147E-050   6.66837279677770082E-059   3.54075895476437330E-033   7.00089170311244841E-019   2.75264559681837015E-044   7.28222318385283102E-019   5.54043009823435901E-020   5.77264113454250907E-060   3.57481493001873873E-044   3.02833121564356472E-051   7.06330220401060352E-041   1.32854415979215385E-048   7.30178787906094565E-019   1.78262801098061978E-061   9.72104236918129527E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
