   alt                        press                      den                        temp                       eddy                       H2SO4aer                   C2H2aer                    C2H4aer                    C2H6aer                    HCNaer                     C4H4aer                    CH3CNaer                   HCCCNaer                   N2Oaer                     NH3aer                     S8aer                      HCaer1                     HCaer2                     HCaer3                     He                         H                          H2                         H2O                        OH                         O                          O2                         CO                         CO2                        HCO                        H2CO                       C                          CH                         CH2                        CH3                        CH4                        S                          S2                         S3                         S4                         H2S                        HS                         SO                         SO2                        CS                         CS2                        OCS                        CN                         HCN                        N                          NH                         NH2                        NH3                        C2                         C2H                        C2H2                       C2H4                       NO                         HNO                        HO2                        HNCO                       N2O                        H2O2                       O3                         NO2                        NO3                        SO3                        HNO2                       HNO3                       H2SO4                      HCl                        Cl                         Cl2                        HOCl                       N2H4                       ClO                        C2H6                       CH3OH                      CH2CO                      CH3CHO                     C3H4                       C3H6                       C4H2                       C4H4                       OClO                       HCS                        C2H3                       C2H5                       NCO                        1CH2                       HCCO                       NNH                        HSO                        CH3O                       H2COH                      H2CN                       N2H2                       C4H                        HCNOH                      C2H2OH                     CH3CO                      CH2CHO                     C2H3OH                     C2H4OH                     CH3O2                      HSO3                       N2H3                       NH2CO                      HS4                        C4H3                       CH2N2                      CH2CN                      CH3CN                      HCCCN                      O1D                        N2D                        N2                         H2SO4aer_r                 C2H2aer_r                  C2H4aer_r                  C2H6aer_r                  HCNaer_r                   C4H4aer_r                  CH3CNaer_r                 HCCCNaer_r                 N2Oaer_r                   NH3aer_r                   S8aer_r                    HCaer1_r                   HCaer2_r                   HCaer3_r                   
   2.50000000000000000E-001   9.83622281764856332E-001   2.47244401630649549E+019   2.88149990000000003E+002   1.00000000000000000E+005   1.02060619081259179E-011   4.78566760711155783E-089   4.44177154867399182E-089   4.14398642938049836E-089   4.61076176886324395E-089   2.39283380355577892E-089   3.03534722917530202E-089   2.44103062909461418E-089   2.83119742470177584E-089   7.31676234814338950E-089   2.80789547543775977E-077   1.23969926226718181E-072   1.47523544242644734E-028   1.16607889907481753E-073   1.00061546765442061E-040   9.48989116143881230E-022   5.30000000000000008E-007   1.33733946613268772E-002   1.75100168823764082E-014   3.81045828568277581E-017   2.09999999999999992E-001   1.10000000000000006E-007   3.60000000000000023E-004   6.85388690621712359E-024   1.86934012882959867E-011   2.82911133477522285E-074   7.84973197627679929E-054   8.91267789552574164E-034   3.49859687417573942E-020   1.79999999999999971E-006   7.88903909552480298E-027   3.01499971282538176E-028   5.04589983540831523E-045   6.53776729041533016E-046   3.52954408009392912E-012   5.65050463041133655E-018   1.49820462092435750E-019   2.39181537576492384E-011   1.10115068503153788E-046   5.27369787614351631E-053   5.69838492997115928E-010   1.72368152217800423E-038   1.89324972692507032E-014   1.67660132723817754E-038   3.41584527059281402E-030   1.22216403238109183E-025   8.23101003854353095E-020   5.51789730562305009E-076   1.98082740402433294E-054   8.93638259757313015E-028   2.90005591106521213E-023   1.50429418398656136E-016   2.50969766782220978E-017   5.91656393846758175E-011   3.64662839599429497E-017   3.09999999999999997E-007   4.17249722692592086E-010   1.48842553280771865E-008   4.48781676225849384E-014   2.61823805073533164E-016   6.61006388023135710E-021   1.14064758374127354E-013   4.49009911056993309E-012   8.63010133393711915E-013   1.91475054325537443E-010   2.73736500284604258E-017   2.17740507383928502E-018   9.65203734539907020E-013   2.50987439427414947E-036   2.84189370074601055E-010   1.21658921906173407E-021   1.51338847816826263E-017   6.36306323224283134E-025   3.34073500498584869E-024   5.56312174437979228E-041   1.56353920255402661E-036   6.08143464599217838E-045   2.80087526731670247E-052   4.85959986628151871E-011   1.01572175991505242E-045   5.51156455954449476E-039   6.47574322861200874E-024   6.52373545560792619E-023   2.77138896744638988E-035   1.21094370205629110E-037   6.68674318151826823E-033   2.89593489595348287E-018   6.90374168127812353E-020   1.28742383833845606E-014   3.05141440986115342E-027   1.22967877105628827E-034   1.22133866975546203E-077   5.07010846209672206E-023   2.93299357356934866E-041   2.87404901855619076E-025   4.37250362526457717E-029   3.81217487285065759E-023   4.02631470135531773E-024   7.18844495472479276E-009   5.76541174279017097E-024   1.05098289170349355E-036   7.89733985103413293E-018   2.11261004965928321E-052   3.01702626288818340E-052   6.54799916303221385E-024   3.69187776423273161E-036   2.06018493934959889E-025   3.13405678191433298E-038   9.62269225098044894E-023   6.50005757838270441E-061   7.76263831642790336E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   7.50000000000000000E-001   9.27048873892305947E-001   2.35682022665894175E+019   2.84900289999999984E+002   1.00000000000000000E+005   1.06624425374591565E-011   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546223E-077   1.22133866975546203E-077   1.22133866975546203E-077   2.61110352536186221E-077   1.32190404771647449E-072   1.55535541522674669E-028   1.24340189880383144E-073   1.00061575765227930E-040   9.68145878863905460E-022   5.30457959812914362E-007   1.08443700402720538E-002   1.76326477793270380E-014   4.33420742296910523E-017   2.09999988820854244E-001   1.09205306168277748E-007   3.60001502614957667E-004   7.98623378823966337E-024   2.04859111443935622E-011   2.52195711430047421E-074   7.84953464493363259E-054   8.27046378557854253E-034   3.29731238970732750E-020   1.79920493800733868E-006   8.89554668441135601E-027   2.85890248781398907E-028   4.91786458318220195E-045   5.47369429869229150E-046   3.74870767321747057E-012   5.76430045484202877E-018   1.83803479048059673E-019   3.62903406028081305E-011   1.07473929265329876E-046   4.86045668443330388E-053   5.70724857249794664E-010   1.34514075279219306E-038   1.90032385750126622E-014   1.53395414669360917E-038   2.72939868459778706E-030   9.99768749257431642E-026   8.22815262765975584E-020   3.10480914636952921E-076   1.37858298712164555E-054   8.87810039652132500E-028   2.87708647279190954E-023   1.88235117345699541E-016   2.54121734412492984E-017   6.36004555647519827E-011   5.37637504642330380E-017   3.09975947324253730E-007   4.56834711435926354E-010   1.56155128688648598E-008   5.16949819017830790E-014   2.74589574118966337E-016   8.14044066573121108E-021   1.21654383673160397E-013   5.22038627907475632E-012   1.26555659753000614E-012   1.92126211231639914E-010   2.66062061335200788E-017   1.78933128713802060E-018   8.89971356070257822E-013   2.22520142380612026E-036   2.86132115205152926E-010   1.21956387219076210E-021   1.50439851987817753E-017   6.57943530884942869E-025   3.36142546996459623E-024   5.56290754924433358E-041   1.54894831537815958E-036   6.08143398070675445E-045   2.64842751543035801E-052   4.80675836087115394E-011   1.01834557037571055E-045   5.34147402602958319E-039   6.36354689903044857E-024   1.28918680621336259E-022   2.47755890887701549E-035   1.39292688019246880E-037   5.42966545283175817E-033   3.69290766091017729E-018   8.36313388351918865E-020   1.38887846380593588E-014   2.94823384600213856E-027   1.22698175934354707E-034   2.00058688471954489E-077   6.49164191801267676E-023   3.08521464776052779E-041   3.14286491094408068E-025   4.33486841040116589E-029   3.81217454757682868E-023   4.34618953314827851E-024   7.07279892955789079E-009   8.97827551527219381E-024   9.88970012998601951E-037   7.92356477202556176E-018   2.04074809632664182E-052   3.15566445872960938E-052   5.58078787962348315E-024   3.66001857166668318E-036   2.06047049002002563E-025   3.14529144263572446E-038   1.14763305372167636E-022   4.30076463362385404E-061   7.78792866418184349E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   1.25000000000000000E+000   8.73105730518351053E-001   2.24528833299736658E+019   2.81651090000000011E+002   1.00000000000000000E+005   1.15186174158275188E-011   1.22133866975546223E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546223E-077   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546203E-077   2.32378154934448771E-077   1.49509981090080832E-072   1.72592064035502557E-028   1.40631231669033793E-073   1.00061606393031689E-040   9.98299449530692563E-022   5.30950825637042470E-007   8.73915935280266017E-003   1.79021121032834502E-014   4.98723393775795334E-017   2.09999978352990974E-001   1.08497395536032663E-007   3.60002989936247016E-004   9.44948922446070395E-024   2.27243801446137814E-011   2.41834473927182037E-074   8.21405432389134663E-054   7.76319934862387683E-034   3.12797666309964760E-020   1.79848733995990108E-006   9.87490426755124738E-027   2.66938946330910947E-028   4.65209240035055845E-045   4.44118028205484675E-046   3.94178695179453014E-012   5.81350946390544886E-018   2.26088356845643917E-019   4.73145437346717134E-011   1.03301698371746809E-046   4.28827753428394847E-053   5.71553657833007471E-010   1.05272147881305508E-038   1.90798010540831838E-014   1.43126740368265444E-038   2.19903429717054467E-030   8.65718060107770411E-026   8.22403625680350029E-020   1.73049832531925292E-076   9.54441079271131395E-055   8.77265230278862665E-028   2.83571962702954441E-023   2.58362899025362689E-016   2.60483482996077494E-017   6.49123326201365175E-011   7.06512713935572079E-017   3.09950739095560325E-007   4.93011464101326424E-010   1.65659325116477395E-008   6.44059058178732142E-014   3.24454659255491345E-016   8.87376912131383583E-021   1.37380882855898882E-013   6.28606989581949263E-012   1.63054221493145935E-012   1.91670674016651311E-010   2.55971283138081372E-017   1.41541089257082557E-018   8.02295319835921585E-013   1.89293106255203182E-036   2.89554114830703453E-010   1.22544079432165591E-021   1.48972031859961617E-017   6.98663428944238199E-025   3.39506149494054383E-024   5.56254174612464587E-041   1.52377003697784077E-036   6.08143328061126787E-045   2.43801163777858925E-052   4.71908211094066394E-011   1.01583006823704501E-045   5.18444260554111297E-039   6.20035898686197619E-024   2.18129795332330919E-022   2.23996199267927818E-035   1.61317810408903387E-037   4.43203750303199958E-033   4.72654061067237221E-018   1.04530489926392626E-019   1.56756275908718387E-014   2.78339222963753822E-027   1.22188862833761065E-034   3.95254735146616854E-076   8.42667064405087652E-023   3.25812089558082552E-041   3.47563933569549364E-025   4.26730858892526984E-029   3.81217418413710619E-023   4.74278428212555108E-024   6.85198279410383200E-009   1.21169816387147330E-023   8.93401092612729084E-037   7.96554963913561584E-018   1.92079437974538304E-052   3.34179744959279197E-052   4.64751788242155126E-024   3.60135730235410692E-036   2.06065064689710831E-025   3.15708071437916262E-038   1.37308681933940243E-022   2.88278407031787545E-061   7.80898086259206647E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   1.75000000000000000E+000   8.21707450181091814E-001   2.13777017576107172E+019   2.78402370000000019E+002   1.00000000000000000E+005   1.27448435235027882E-011   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546223E-077   1.22133866975546223E-077   1.22133866975546223E-077   1.22133866975546203E-077   2.01615057127835355E-077   1.77363562827602517E-072   2.00286557208594735E-028   1.66830709976287316E-073   1.00061638756451694E-040   1.03224478260274091E-021   5.31475908699625681E-007   7.00408203428269822E-003   1.81701432820176720E-014   5.79273878242094209E-017   2.09999968312019059E-001   1.07872166383515629E-007   3.60004453323002323E-004   1.13800751928703074E-023   2.56667958112950144E-011   2.44596804549861839E-074   8.88225949177818702E-054   7.26440479245655885E-034   2.96198808324799489E-020   1.79783827085932602E-006   1.07455583134901072E-026   2.44758998504178650E-028   4.24045892333082343E-045   3.47342363985713475E-046   4.11161015735641665E-012   5.76801802778328754E-018   2.76897294464341214E-019   5.70693855447371333E-011   9.70897345288229710E-047   3.63940801349036003E-053   5.72322541507528072E-010   8.19065774595048591E-039   1.91620931781557433E-014   1.35010675923756228E-038   1.78564231278545635E-030   7.77699026653973353E-026   8.21938980831346339E-020   9.49131880417710142E-077   6.52218523784835957E-055   8.62978453940938286E-028   2.78057337677699533E-023   3.74224986226868364E-016   2.70209257254030629E-017   6.60582142556775907E-011   8.72125819147542210E-017   3.09924294032134389E-007   5.27900833859474277E-010   1.77322479292242290E-008   8.35196661602476428E-014   3.98646696806549585E-016   9.08304389796971337E-021   1.62362995933399432E-013   7.72541789429404999E-012   1.94729263076321873E-012   1.90321198914659824E-010   2.43914489584866789E-017   1.09974693409667544E-018   7.16491731179694898E-013   1.58918038640650141E-036   2.94086170601450327E-010   1.23418725160550586E-021   1.47137216105945611E-017   7.57180658639543054E-025   3.41097060298441743E-024   5.56206801457911794E-041   1.49093038382698110E-036   6.08143254275119278E-045   2.21089398221863223E-052   4.61020005792068306E-011   1.00191743271622557E-045   5.00387694041470470E-039   6.01631902806714835E-024   3.15537453408148404E-022   2.01819502823920392E-035   1.87868634390599366E-037   3.60769627323062025E-033   6.02982975122785332E-018   1.33750193157390603E-019   1.81657509931130215E-014   2.58500937058399506E-027   1.21481751171657101E-034   8.09732562125999155E-075   1.09978041661739707E-022   3.42839814257604725E-041   3.85526918960034568E-025   4.17600630613232667E-029   3.81217377868925050E-023   5.10955671335445778E-024   6.53539674980151077E-009   1.51291995734395716E-023   7.87942064943543753E-037   8.01751762060477823E-018   1.77187606560176713E-052   3.53787992773685610E-052   3.83560529992532304E-024   3.52009198645618805E-036   2.06045615892452415E-025   3.16945925747703288E-038   1.64641533107196109E-022   1.93845787023793304E-061   7.82633172027760282E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   2.25000000000000000E+000   7.72768416509902356E-001   2.03418304246052045E+019   2.75154139999999984E+002   1.00000000000000000E+005   1.43322423654184100E-011   1.22133866975546203E-077   1.22133866975546223E-077   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546223E-077   1.22133866975546223E-077   1.22133866975546203E-077   1.72949511621907553E-077   2.17731849071966766E-072   2.40745943736779546E-028   2.04801698760548473E-073   1.00061672971982267E-040   1.06895298581518691E-021   5.32030121099325144E-007   5.58141037796722975E-003   1.84033728709614883E-014   6.77753313209232338E-017   2.09999958454038044E-001   1.07324860436694253E-007   3.60005886205346513E-004   1.39407492920062533E-023   2.95162959115681170E-011   2.60245654287134657E-074   9.93351507175101777E-054   6.75315552570835993E-034   2.79469343752221165E-020   1.79724949627440765E-006   1.14839324789701374E-026   2.20587619361695920E-028   3.73425663239570227E-045   2.62324442858057979E-046   4.26000497298631005E-012   5.63802129730722157E-018   3.37464205687199428E-019   6.56202825713232026E-011   8.87642925284061069E-047   2.96345300504773894E-053   5.73029303474432700E-010   6.32286026901573870E-039   1.92501201850470032E-014   1.28464588544991618E-038   1.46042945470829102E-030   7.14648882840055116E-026   8.21450567160625842E-020   5.10782156233439882E-077   4.39347954180627666E-055   8.45817170070709932E-028   2.71570396133766146E-023   5.60245834066007367E-016   2.83528733740613603E-017   6.74874944411782195E-011   1.03528794573222390E-016   3.09896526943004679E-007   5.62398117699685827E-010   1.91109974381183263E-008   1.10327904621211183E-013   4.95349641354155394E-016   9.03150607568206501E-021   1.98272471806069269E-013   9.55440334547115957E-012   2.20938297119925344E-012   1.88271777733740919E-010   2.30170273086956851E-017   8.41663531337773059E-019   6.35526503155556225E-013   1.33181048415022366E-036   2.99428828160499239E-010   1.24578583129583550E-021   1.45069059471674687E-017   8.33463184445823797E-025   3.38493427562793345E-024   5.56151468467983039E-041   1.45260886182057182E-036   6.08143176401559655E-045   1.98697902921903105E-052   4.48981663707844875E-011   9.72946196491641557E-046   4.79964780884359470E-039   5.82619257891093425E-024   3.91112831539716466E-022   1.80569688085633871E-035   2.19734240011755932E-037   2.92459958756811708E-033   7.66332966713820806E-018   1.74402783888875243E-019   2.13837662278010170E-014   2.37227427347857653E-027   1.20621102890715429E-034   1.47064085743100827E-073   1.44079174016310075E-022   3.59122559776986679E-041   4.28205746583854114E-025   4.06615785947541198E-029   3.81217332729092331E-023   5.40074857307354610E-024   6.13255645742259467E-009   1.79763437828868205E-023   6.86186106247186917E-037   8.07635724593849657E-018   1.60956343799937925E-052   3.72736998375351459E-052   3.13196893907753976E-024   3.41995347849215591E-036   2.05978600449113904E-025   3.18246425882192522E-038   1.97631581421636698E-022   1.30435570011261018E-061   7.84055851689552163E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   2.75000000000000000E+000   7.26202290816111540E-001   1.93443838801210368E+019   2.71906400000000019E+002   1.00000000000000000E+005   1.62336147241588189E-011   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.47658505933978556E-077   2.72303548457381736E-072   2.95702047166775653E-028   2.56132621573118452E-073   1.00061709166359013E-040   1.09705459244414288E-021   5.32609715657230520E-007   4.35791764347802889E-003   1.83851090438525612E-014   7.97251323030070644E-017   2.09999948489686145E-001   1.06849533998644824E-007   3.60007280868928183E-004   1.72759725970204972E-023   3.44953835402904017E-011   2.84782552229503540E-074   1.13730544007169508E-053   6.09640611293514595E-034   2.59713046250293718E-020   1.79671329097158895E-006   1.19518940663241354E-026   1.93797560228673957E-028   3.12375452478884367E-045   1.88171679137426223E-046   4.38770023638987405E-012   5.38118958937756620E-018   4.04912426738025530E-019   7.30204199500260711E-011   7.79913045875952525E-047   2.28928139323144430E-053   5.73671908082126922E-010   4.78576266035719062E-039   1.93439173814447714E-014   1.21827422326927172E-038   1.20211192078387643E-030   6.58027056155603746E-026   8.20938578460013821E-020   2.64189783014820285E-077   2.88477874954002379E-055   8.26537096986922862E-028   2.64441105091622717E-023   8.58315086307413207E-016   3.00749103216140226E-017   6.91965830412417932E-011   1.19681483243873162E-016   3.09867346192261354E-007   5.93928083811151710E-010   2.06980798421447232E-008   1.46783044483682088E-013   6.11399357165466822E-016   9.06290700675030429E-021   2.47381313357175555E-013   1.17163111560390688E-011   2.40307115873628787E-012   1.85692481780565377E-010   2.13893272703913673E-017   6.28108964830923573E-019   5.56962176943055059E-013   1.11830247701789228E-036   3.05339235699126339E-010   1.26022994486389242E-021   1.42856715504530061E-017   9.28646249756490319E-025   3.30219222535383465E-024   5.56089948904069141E-041   1.41042397802206934E-036   6.08143094116515952E-045   1.77882955366828239E-052   4.36478249006277660E-011   9.27026405822479193E-046   4.52665321073365761E-039   5.63672042919130240E-024   4.18905125003098485E-022   1.56791468423344113E-035   2.57811852882302531E-037   2.33635856841540310E-033   9.59940604791418966E-018   2.31072065108767184E-019   2.54210538709995484E-014   2.15803457752424193E-027   1.19647554631194321E-034   2.34542263274167354E-072   1.87314219656397482E-022   3.70413746353111259E-041   4.70820921437694329E-025   3.94210927967045667E-029   3.81217282612136597E-023   5.60106309309844331E-024   5.65349186461001869E-009   2.03960171712111297E-023   5.94241846588788646E-037   8.14046196635496145E-018   1.44560635957294508E-052   3.90040497093991465E-052   2.48840516044301235E-024   3.30430891953623183E-036   2.05868232820912649E-025   3.19613566765978225E-038   2.37329754470095616E-022   8.79630543811020682E-062   7.85279352295993327E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   3.25000000000000000E+000   6.81923797253331521E-001   1.83844579818866627E+019   2.68659209999999973E+002   1.00000000000000000E+005   1.84503145194311016E-011   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.26319452624237974E-077   3.43672848861572109E-072   3.67844672272708647E-028   3.23263608724591993E-073   1.00061747477498934E-040   1.11183093835551553E-021   5.33209849989892548E-007   3.30313653371282906E-003   1.80244666629231957E-014   9.41211080128818488E-017   2.09999938311388662E-001   1.06437328457443492E-007   3.60008638671531662E-004   2.15790878401726876E-023   4.08476079516117714E-011   3.19739653605503536E-074   1.33842854520248885E-053   5.29128180503816169E-034   2.36516352526916679E-020   1.79622160109526702E-006   1.20770835768795197E-026   1.65480034397369243E-028   2.46696442764109965E-045   1.27438982204419162E-046   4.49240285457971591E-012   4.99832796598827596E-018   4.75929653013473112E-019   7.93050200182678602E-011   6.57030594373465891E-047   1.67291274824250560E-053   5.74248459633073353E-010   3.53296435542086441E-039   1.94436769770959579E-014   1.14501343341109614E-038   9.94831397320942695E-031   6.00055466748684187E-026   8.20409568893058762E-020   1.30311519792113348E-077   1.83751872935128971E-055   8.05784976559131925E-028   2.56927889861677828E-023   1.33980556287083186E-015   3.22238383819942941E-017   7.13106338956019886E-011   1.35763769785902335E-016   3.09836658210841986E-007   6.22941126411920862E-010   2.24865333622146692E-008   1.95441057104295190E-013   7.43314312265968789E-016   9.51518790590617374E-021   3.12488740451090723E-013   1.41987911624931028E-011   2.52560809869411839E-012   1.82726406728963595E-010   1.95301582119519985E-017   4.55158748978140865E-019   4.81273750402956887E-013   9.41798825276137557E-037   3.11636867658905920E-010   1.27749999974930879E-021   1.40559946532030280E-017   1.04577919112436785E-024   3.16490128209760927E-024   5.56023327898921427E-041   1.36560549419564514E-036   6.08143007083015875E-045   1.58966986108030595E-052   4.23843616772168553E-011   8.67092108432414664E-046   4.17971087005463385E-039   5.45073806269701223E-024   3.94952252490950787E-022   1.30805125016116701E-035   3.03096524188958441E-037   1.83246147812125485E-033   1.17928747009485852E-017   3.10335719161412089E-019   3.03496055593548630E-014   1.95042574668878771E-027   1.18595849528354826E-034   3.28567049659258012E-071   2.40493869867460581E-022   3.74544452116134426E-041   5.09922741974705361E-025   3.80764299111555978E-029   3.81217227179291073E-023   5.71476687075575385E-024   5.10989005423041800E-009   2.21732542630579049E-023   5.13953817948043534E-037   8.20906885598412354E-018   1.28877480943439209E-052   4.05560096197054636E-052   1.90944567203141313E-024   3.17639034536712006E-036   2.05729253747628865E-025   3.21051645533507469E-038   2.84793879637402057E-022   5.95824522382239440E-062   7.86334141266689102E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
   3.75000000000000000E+000   6.39850297687298619E-001   1.74611813428440248E+019   2.65412559999999985E+002   1.00000000000000000E+005   2.11554559711440290E-011   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546184E-077   1.22133866975546203E-077   1.22133866975546223E-077   1.22133866975546203E-077   1.22133866975546203E-077   1.22133866975546203E-077   3.91575587073633427E-077   4.37781167162983162E-072   4.63413019246399549E-028   4.11783242110056359E-073   1.00061788054243081E-040   1.13444558226853788E-021   5.33824270369279183E-007   2.48662121164845967E-003   1.76723352734780021E-014   1.11337888893026582E-016   2.09999927971972478E-001   1.06075671528316367E-007   3.60009969260218095E-004   2.72338379087315243E-023   4.88054019095752060E-011   3.80079884860481623E-074   1.64454538336388666E-053   4.58044033955092239E-034   2.15056460995985726E-020   1.79576600637106752E-006   1.20837751941956840E-026   1.39810028774627411E-028   1.90936617919069705E-045   8.44438970698473915E-047   4.56812143673005090E-012   4.60653812331842991E-018   5.57867780135758736E-019   8.44881423156921340E-011   5.42691478314937136E-047   1.18068273624395570E-053   5.74757240423659780E-010   2.59173870665952922E-039   1.95497112280997785E-014   1.08558450377611636E-038   8.26752193262828636E-031   5.49849632150810315E-026   8.19878169403828221E-020   1.42982739971324386E-077   1.15730183631327348E-055   7.84080404921834971E-028   2.49222303296211315E-023   2.12606835827444028E-015   3.48427556271344537E-017   7.42366138051871434E-011   1.51882178342040748E-016   3.09804366156896115E-007   6.54121369946726171E-010   2.44654680676645136E-008   2.59195439604881872E-013   8.91320717580035781E-016   1.04906620011337881E-020   3.96830635753924166E-013   1.71091658406930883E-011   2.60613659353957250E-012   1.79485257371640346E-010   1.77038443269388999E-017   3.26310260818904435E-019   4.14236681289785007E-013   7.96430545600467264E-037   3.18202093660072897E-010   1.29755856330013305E-021   1.38211742960146410E-017   1.19033741319699804E-024   2.99320002847091727E-024   5.55952208942904567E-041   1.31908787553476419E-036   6.08142914945108549E-045   1.41417761185635411E-052   4.11091684785944679E-011   8.00736451023614757E-046   3.85285626161632137E-039   5.26950911289373462E-024   3.38892419018442984E-022   1.08771471652727587E-035   3.56665321112810067E-037   1.43821640060716623E-033   1.44651729081983967E-017   4.21153881441802382E-019   3.61356210078507160E-014   1.75389329572170468E-027   1.17493215891087723E-034   4.05825491686120997E-070   3.10816563353014184E-022   3.78559415068377068E-041   5.54291570533893601E-025   3.66607947332339997E-029   3.81217166138578773E-023   5.75630443582070188E-024   4.51553639357526749E-009   2.36567780343999083E-023   4.45064852807862965E-037   8.28188565684307157E-018   1.14451303303605218E-052   4.19920578160579758E-052   1.44965458951576874E-024   3.03930618900657741E-036   2.05578125263366026E-025   3.22565287314254808E-038   3.40928530969361635E-022   4.03128439128797845E-062   7.87150664395164235E-001   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005   1.00000000000000008E-005
